date;player;player_race;player_score;player_id;opponent;opponent_race;opponent_score;opponent_id;score_match;tier;url;tournament
07/23/2025;Classic;P;0;186;Serral;Z;3;485;0–3;S;http://aligulac.com/results/events/152545;https://liquipedia.net/starcraft2/Esports_World_Cup/2025
07/23/2025;herO;P;3;233;Cure;T;1;1665;3–1;S;http://aligulac.com/results/events/152545;https://liquipedia.net/starcraft2/Esports_World_Cup/2025
07/23/2025;SHIN;Z;3;117;trigger;P;0;21244;3–0;S;http://aligulac.com/results/events/152545;https://liquipedia.net/starcraft2/Esports_World_Cup/2025
07/23/2025;ByuN;T;2;47;Zoun;P;3;2053;2–3;S;http://aligulac.com/results/events/152545;https://liquipedia.net/starcraft2/Esports_World_Cup/2025
07/23/2025;Reynor;Z;2;5414;Maru;T;3;49;2–3;S;http://aligulac.com/results/events/152545;https://liquipedia.net/starcraft2/Esports_World_Cup/2025
07/23/2025;Clem;T;3;5878;Solar;Z;2;1793;3–2;S;http://aligulac.com/results/events/152545;https://liquipedia.net/starcraft2/Esports_World_Cup/2025
07/22/2025;Serral;Z;2;485;HeroMarine;T;0;258;2–0;S;http://aligulac.com/results/events/152545;https://liquipedia.net/starcraft2/Esports_World_Cup/2025
07/22/2025;Classic;P;2;186;Rogue;Z;1;1662;2–1;S;http://aligulac.com/results/events/152545;https://liquipedia.net/starcraft2/Esports_World_Cup/2025
07/22/2025;Cure;T;2;1665;ShoWTimE;P;0;2170;2–0;S;http://aligulac.com/results/events/152545;https://liquipedia.net/starcraft2/Esports_World_Cup/2025
07/22/2025;herO;P;2;233;Cyan;P;0;7956;2–0;S;http://aligulac.com/results/events/152545;https://liquipedia.net/starcraft2/Esports_World_Cup/2025
07/22/2025;trigger;P;0;21244;Maru;T;2;49;0–2;S;http://aligulac.com/results/events/152545;https://liquipedia.net/starcraft2/Esports_World_Cup/2025
07/22/2025;SHIN;Z;0;117;Reynor;Z;2;5414;0–2;S;http://aligulac.com/results/events/152545;https://liquipedia.net/starcraft2/Esports_World_Cup/2025
07/22/2025;Solar;Z;2;1793;Zoun;P;0;2053;2–0;S;http://aligulac.com/results/events/152545;https://liquipedia.net/starcraft2/Esports_World_Cup/2025
07/22/2025;Clem;P;2;5878;ByuN;T;0;47;2–0;S;http://aligulac.com/results/events/152545;https://liquipedia.net/starcraft2/Esports_World_Cup/2025
07/22/2025;Lambo;Z;1;4049;HeroMarine;T;2;258;1–2;S;http://aligulac.com/results/events/152545;https://liquipedia.net/starcraft2/Esports_World_Cup/2025
07/22/2025;Astrea;P;1;4134;HeroMarine;T;2;258;1–2;S;http://aligulac.com/results/events/152545;https://liquipedia.net/starcraft2/Esports_World_Cup/2025
07/22/2025;ByuN;T;2;47;Lambo;Z;1;4049;2–1;S;http://aligulac.com/results/events/152545;https://liquipedia.net/starcraft2/Esports_World_Cup/2025
07/22/2025;Lambo;Z;2;4049;HeroMarine;T;0;258;2–0;S;http://aligulac.com/results/events/152545;https://liquipedia.net/starcraft2/Esports_World_Cup/2025
07/22/2025;Astrea;P;1;4134;ByuN;T;2;47;1–2;S;http://aligulac.com/results/events/152545;https://liquipedia.net/starcraft2/Esports_World_Cup/2025
06/15/2025;Rogue;Z;3;1662;Classic;P;4;186;3–4;S;http://aligulac.com/results/events/152281;https://liquipedia.net/starcraft2/Global_StarCraft_II_League/2025/Season_2
06/15/2025;Classic;P;3;186;GuMiho;T;1;44;3–1;S;http://aligulac.com/results/events/152281;https://liquipedia.net/starcraft2/Global_StarCraft_II_League/2025/Season_2
06/15/2025;Rogue;Z;3;1662;herO;P;1;233;3–1;S;http://aligulac.com/results/events/152281;https://liquipedia.net/starcraft2/Global_StarCraft_II_League/2025/Season_2
06/12/2025;Zoun;P;1;2053;herO;P;2;233;1–2;S;http://aligulac.com/results/events/152281;https://liquipedia.net/starcraft2/Global_StarCraft_II_League/2025/Season_2
06/12/2025;herO;P;2;233;Bunny;T;1;1517;2–1;S;http://aligulac.com/results/events/152281;https://liquipedia.net/starcraft2/Global_StarCraft_II_League/2025/Season_2
06/12/2025;Zoun;P;1;2053;Classic;P;2;186;1–2;S;http://aligulac.com/results/events/152281;https://liquipedia.net/starcraft2/Global_StarCraft_II_League/2025/Season_2
06/12/2025;Bunny;T;1;1517;Classic;P;2;186;1–2;S;http://aligulac.com/results/events/152281;https://liquipedia.net/starcraft2/Global_StarCraft_II_League/2025/Season_2
06/12/2025;herO;P;1;233;Zoun;P;2;2053;1–2;S;http://aligulac.com/results/events/152281;https://liquipedia.net/starcraft2/Global_StarCraft_II_League/2025/Season_2
06/11/2025;Solar;Z;0;1793;GuMiho;T;2;44;0–2;S;http://aligulac.com/results/events/152281;https://liquipedia.net/starcraft2/Global_StarCraft_II_League/2025/Season_2
06/11/2025;GuMiho;T;2;44;Maru;T;0;49;2–0;S;http://aligulac.com/results/events/152281;https://liquipedia.net/starcraft2/Global_StarCraft_II_League/2025/Season_2
06/11/2025;Rogue;Z;2;1662;Solar;Z;1;1793;2–1;S;http://aligulac.com/results/events/152281;https://liquipedia.net/starcraft2/Global_StarCraft_II_League/2025/Season_2
06/11/2025;Solar;Z;2;1793;Maru;T;0;49;2–0;S;http://aligulac.com/results/events/152281;https://liquipedia.net/starcraft2/Global_StarCraft_II_League/2025/Season_2
06/11/2025;Rogue;Z;2;1662;GuMiho;T;1;44;2–1;S;http://aligulac.com/results/events/152281;https://liquipedia.net/starcraft2/Global_StarCraft_II_League/2025/Season_2
05/29/2025;ByuN;T;1;47;GuMiho;T;2;44;1–2;S;http://aligulac.com/results/events/152281;https://liquipedia.net/starcraft2/Global_StarCraft_II_League/2025/Season_2
05/29/2025;GuMiho;T;2;44;SHIN;Z;0;117;2–0;S;http://aligulac.com/results/events/152281;https://liquipedia.net/starcraft2/Global_StarCraft_II_League/2025/Season_2
05/29/2025;Bunny;T;2;1517;ByuN;T;0;47;2–0;S;http://aligulac.com/results/events/152281;https://liquipedia.net/starcraft2/Global_StarCraft_II_League/2025/Season_2
05/29/2025;SHIN;Z;0;117;ByuN;T;2;47;0–2;S;http://aligulac.com/results/events/152281;https://liquipedia.net/starcraft2/Global_StarCraft_II_League/2025/Season_2
05/29/2025;GuMiho;T;1;44;Bunny;T;2;1517;1–2;S;http://aligulac.com/results/events/152281;https://liquipedia.net/starcraft2/Global_StarCraft_II_League/2025/Season_2
05/28/2025;Zoun;P;2;2053;Creator;P;1;2;2–1;S;http://aligulac.com/results/events/152281;https://liquipedia.net/starcraft2/Global_StarCraft_II_League/2025/Season_2
05/28/2025;Cure;T;1;1665;Creator;P;2;2;1–2;S;http://aligulac.com/results/events/152281;https://liquipedia.net/starcraft2/Global_StarCraft_II_League/2025/Season_2
05/28/2025;Zoun;P;1;2053;Solar;Z;2;1793;1–2;S;http://aligulac.com/results/events/152281;https://liquipedia.net/starcraft2/Global_StarCraft_II_League/2025/Season_2
05/28/2025;Solar;Z;2;1793;Creator;P;0;2;2–0;S;http://aligulac.com/results/events/152281;https://liquipedia.net/starcraft2/Global_StarCraft_II_League/2025/Season_2
05/28/2025;Cure;T;0;1665;Zoun;P;2;2053;0–2;S;http://aligulac.com/results/events/152281;https://liquipedia.net/starcraft2/Global_StarCraft_II_League/2025/Season_2
05/25/2025;Solar;Z;1;1793;Maru;T;4;49;1–4;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/25/2025;Maru;T;3;49;Classic;P;1;186;3–1;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/25/2025;SHIN;Z;2;117;Solar;Z;3;1793;2–3;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/25/2025;Classic;P;3;186;Serral;Z;2;485;3–2;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/25/2025;Maru;T;3;49;herO;P;2;233;3–2;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;Solar;Z;3;1793;Reynor;Z;2;5414;3–2;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;Clem;T;1;5878;SHIN;Z;3;117;1–3;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;Solar;Z;3;1793;trigger;P;2;21244;3–2;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;GuMiho;T;0;44;trigger;P;2;21244;0–2;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;trigger;P;2;21244;Ryung;T;0;35;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;GuMiho;T;2;44;Spirit;T;0;4452;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;Ryung;T;2;35;Elazer;Z;0;5847;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;Epic;T;0;8958;Spirit;T;2;4452;0–2;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;Elazer;Z;2;5847;TLO;Z;0;123;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;Ryung;T;2;35;YolBolsun;P;0;21176;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;Epic;T;2;8958;Rhizer;P;0;12844;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;Serral;Z;3;485;Solar;Z;2;1793;3–2;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;Solar;Z;2;1793;GuMiho;T;1;44;2–1;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;Serral;Z;2;485;trigger;P;0;21244;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;Classic;P;3;186;Bunny;T;0;1517;3–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;Bunny;T;2;1517;Astrea;P;1;4134;2–1;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;Astrea;P;2;4134;Lambo;Z;1;4049;2–1;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;ByuN;T;1;47;Bunny;T;2;1517;1–2;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;Lambo;Z;2;4049;sOs;P;0;110;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;Percival;T;0;19468;Bunny;T;2;1517;0–2;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;sOs;P;2;110;Mixu;Z;0;15254;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;Lambo;Z;2;4049;ZAiN;P;0;4276;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;Bunny;T;2;1517;Jay;Z;0;23905;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;Percival;T;2;19468;ZhuGeLiang;Z;0;962;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;Clem;T;3;5878;Classic;P;0;186;3–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;Classic;P;2;186;ByuN;T;0;47;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;Clem;T;2;5878;Astrea;P;1;4134;2–1;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;herO;P;3;233;Rogue;Z;1;1662;3–1;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;MaNa;P;0;58;Rogue;Z;2;1662;0–2;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;MaNa;P;2;58;Zoun;P;0;2053;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;HeroMarine;T;0;258;Rogue;Z;2;1662;0–2;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;Rogue;Z;2;1662;Gerald;P;0;8913;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;FoxeR;T;0;9477;Zoun;P;2;2053;0–2;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;Gerald;P;2;8913;Jumy;P;1;18651;2–1;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;Rogue;Z;2;1662;Astra;P;0;21959;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;Zoun;P;2;2053;Dyncommon;Z;0;24087;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;Dolan;T;0;9849;FoxeR;T;2;9477;0–2;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;herO;P;0;233;Reynor;Z;3;5414;0–3;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;MaNa;P;0;58;Reynor;Z;2;5414;0–2;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;herO;P;2;233;HeroMarine;T;0;258;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;ShoWTimE;P;2;2170;SHIN;Z;3;117;2–3;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;SHIN;Z;2;117;Creator;P;1;2;2–1;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;Creator;P;2;2;SKillous;P;1;8676;2–1;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;Cure;T;0;1665;SHIN;Z;2;117;0–2;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;SKillous;P;2;8676;Harstem;P;0;214;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;HonMonO;T;1;14106;SHIN;Z;2;117;1–2;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;Future;T;0;13017;Harstem;P;2;214;0–2;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;SKillous;P;2;8676;AwesomeSauce;P;0;12013;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;SHIN;Z;2;117;ImpKing;P;0;18545;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;HonMonO;T;2;14106;LunaSea;P;0;7030;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;Maru;T;3;49;ShoWTimE;P;0;2170;3–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;ShoWTimE;P;2;2170;Cure;T;0;1665;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/24/2025;Maru;T;2;49;Creator;P;0;2;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;TLO;Z;2;123;Cosmiccow;P;0;25697;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;YolBolsun;P;2;21176;shadeonight;Z;0;16882;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;WarreN;Z;2;6029;ReaLiTy;P;0;17327;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;Rhizer;P;2;12844;DraCula;P;0;25700;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;Cosmiccow;P;2;25697;HuSKy;Z;0;25701;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;Torrent;Z;0;14221;shadeonight;Z;2;16882;0–2;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;DraCula;P;2;25700;Carshalljd;T;0;25698;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;Elazer;Z;1;5847;GuMiho;T;2;44;1–2;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;Solar;Z;2;1793;Ryung;T;0;35;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;trigger;P;2;21244;Spirit;T;1;4452;2–1;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;Serral;Z;2;485;Epic;T;0;8958;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;GuMiho;T;2;44;DraCula;P;0;25700;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;Elazer;Z;2;5847;Rhizer;P;0;12844;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;WarreN;Z;0;6029;Ryung;T;2;35;0–2;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;Solar;Z;2;1793;ReaLiTy;P;0;17327;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;Spirit;T;2;4452;Torrent;Z;0;14221;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;trigger;P;2;21244;YolBolsun;P;0;21176;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;TLO;Z;0;123;Epic;T;2;8958;0–2;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;Serral;Z;2;485;Cosmiccow;P;0;25697;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;DraCula;P;2;25700;HuSKy;Z;0;25701;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;ReaLiTy;P;2;17327;shadeonight;Z;0;16882;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;Changsta;Z;1;25699;YolBolsun;P;2;21176;1–2;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;Cosmiccow;P;2;25697;Carshalljd;T;0;25698;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;Mixu;Z;2;15254;Nolan;T;0;25690;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;ZAiN;P;2;4276;VaST;T;0;23232;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;Jay;Z;2;23905;daydrA;Z;0;10560;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;ZhuGeLiang;Z;2;962;Copium;P;0;25695;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;Isaac;Z;0;25694;daydrA;Z;2;10560;0–2;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;Nolan;T;2;25690;GUNK;Z;0;25696;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;VaST;T;2;23232;Crankytoaster;T;0;25693;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;Jay;Z;2;23905;BAd;T;0;25692;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;sOs;P;0;110;ByuN;T;2;47;0–2;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;Classic;P;2;186;Lambo;Z;0;4049;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;Bunny;T;0;1517;Astrea;P;2;4134;0–2;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;Clem;P;2;5878;Percival;T;1;19468;2–1;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;ByuN;T;2;47;Copium;P;0;25695;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;sOs;P;2;110;ZhuGeLiang;Z;0;962;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;Jay;Z;0;23905;Lambo;Z;2;4049;0–2;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;Classic;P;2;186;Isaac;Z;0;5319;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
05/23/2025;Astrea;P;2;4134;VaST;T;0;23232;2–0;S;http://aligulac.com/results/events/152452;https://liquipedia.net/starcraft2/2025_DreamHack/Dallas
